timestamp,trial_id,task_type,query,condition_id,repeat_id,method_variant,relation_alignment_mode,trajectory_transfer_mode,outcome,success,task_success,postcheck_success,failure_stage,failure_reason,failure_category,place_failure_detail,retrieval_mode,retrieved_demo_id,language_score,geometry_score,target_shape,target_size_xyz,target_gt_model,target_gt_xyz,target_gt_world_xyz,initial_object_xyz,target_gt_frame,target_est_frame,target_error_z_m,target_error_xyz_m,target_est_xyz,target_error_xy_m,target_x,target_y,target_z,anchor_gt_model,anchor_gt_xyz,initial_anchor_xyz,anchor_est_xyz,anchor_error_xy_m,anchor_x,anchor_y,anchor_z,anchor_gt_world_xyz,anchor_gt_frame,anchor_est_frame,anchor_error_z_m,anchor_error_xyz_m,target_yaw_gt_deg,target_yaw_est_deg,yaw_error_deg,socket_gt_xyz,socket_est_xyz,socket_error_xy_m,socket_opening,grasp_x,grasp_y,grasp_z,grasp_xyz,bottleneck_xyz,place_x,place_y,place_z,place_or_insert_xyz,place_offset_xyz,final_object_model_name,final_anchor_model_name,final_object_xyz,final_anchor_xyz,final_target_error_xy_m,final_relation_error_xy_m,place_center_error_xy_m,insert_depth_m,postcheck_reason,replay_used,replay_type,release_index,mask_pixels,anchor_mask_pixels,pointcloud_points,anchor_pointcloud_points,icp_mean_error_m,icp_median_error_m,icp_p90_error_m,planning_success,execution_success,execution_variant,used_recovery_logic,before_close_mouth_center_xy,before_close_mouth_error_xy_m,before_close_mouth_x,before_close_mouth_y,before_close_mouth_error_x_m,before_close_mouth_error_y_m,manual_success_label,total_time_s,perception_time_s,retrieval_time_s,alignment_time_s,planning_time_s,robot_execution_time_s,execution_wall_time_s,planning_call_count,robot_execution_call_count,timing_source,execution_time_s,rollout_path,replay_path,scene_package_path,demo_yaw_deg,live_yaw_deg,delta_yaw_deg,obb_center_dx_m,obb_center_dy_m,obb_extent_long_m,obb_extent_short_m,demo_top_z,live_top_z,demo_clearance_above_top,mapped_grasp_z,icp_iterations,target_position,target_position_xy,platform_size,platform_size_m,platform_size_cm,platform_size_xyz,center_error_xy_mm,initial_object_yaw_deg,target_place_yaw_deg,final_object_yaw_deg,place_yaw_error_deg,place_yaw_error_raw_deg,place_yaw_symmetry_deg,stable_success,precise_success
2026/8/10 6:31,anchor_place_20260810_063052,anchor_pick_place,pick the green cube and place it on the blue platform,x065_y0_6cm,1,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.04379937574267387, 0.05353665351867676, 0.0416567325592041]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489829449664551, 0.19940037473544506, -0.4576149456594507]",0.001180657,0.648982945,0.199400375,-0.457614946,blue_placement_platform,"[0.65, 0.0, """"]","[0.65, 0.0, 0.45]","[0.652145722626839, 0.002682503357461674, -0.47]",0.003435106,0.652145723,0.002682503,-0.47,"[0.65, 0.0, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648982945,0.199400375,-0.406910443,"[0.6489829449664551, 0.19940037473544506, -0.4069104426000634]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.652145723,0.002682503,-0.47,"[0.652145722626839, 0.002682503357461674, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.655101740552151, 0.0001878397406641375, 0.4924980785687461]","[0.65, 0.0, 0.45]",0.003867995,0.005105197,0.005105197,,,TRUE,place_trajectory,75,510,616,510,616,7.98E-07,2.91E-07,5.41E-07,,TRUE,,FALSE,"[0.6509256039334945, 0.19983137612539015]",0.001989896,0.650925604,0.199831376,0.001942659,0.000431001,,48.91302061,0.650971174,0.001157999,1.663858652,0.120343685,31.29971695,46.33729458,4,11,moveit_wrapper_v1,46.33729458,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260810_063052.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260810_063052.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260810_063052_relation.json,,,,,,,,-0.417047771,-0.415958213,0.009047771,-0.406910443,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.06,0.06,6,"[0.06, 0.06, 0.02]",5.105197394,-5.66E-12,-5.66E-12,-1.092552532,1.092552532,1.092552532,90,TRUE,FALSE
2026/8/10 6:35,anchor_place_20260810_063457,anchor_pick_place,pick the green cube and place it on the blue platform,x065_y0_6cm,2,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,unclean,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.04379433616995812, 0.0535351037979126, 0.04165685176849365]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489922523223425, 0.19939778704497274, -0.45761256307937404]",0.001173974,0.648992252,0.199397787,-0.457612563,blue_placement_platform,"[0.65, 0.0, """"]","[0.65, 0.0, 0.45]","[0.6521454126040706, 0.002698150411135719, -0.47]",0.003447145,0.652145413,0.00269815,-0.47,"[0.65, 0.0, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648992252,0.199397787,-0.406907941,"[0.6489922523223425, 0.19939778704497274, -0.4069079408106972]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.652145413,0.00269815,-0.47,"[0.6521454126040706, 0.002698150411135719, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.6606680562665309, 0.0008083828405782499, 0.49250000024191104]","[0.65, 0.0, 0.45]",0.008729644,0.01069864,0.01069864,,,TRUE,place_trajectory,75,510,616,510,616,4.30E-06,1.19E-06,2.10E-06,,TRUE,,FALSE,"[0.649919947936225, 0.19933180827860966]",0.000930039,0.649919948,0.199331808,0.000927696,-6.60E-05,,49.65440607,0.799156904,0.00399971,1.625645399,0.155963659,31.31904936,46.83505583,4,11,moveit_wrapper_v1,46.83505583,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260810_063457.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260810_063457.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260810_063457_relation.json,,,,,,,,-0.417047771,-0.415955711,0.009047771,-0.406907941,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.06,0.06,6,"[0.06, 0.06, 0.02]",10.69864044,-6.05E-12,-6.05E-12,0.16572163,0.16572163,0.16572163,90,TRUE,FALSE
2026/8/10 6:39,anchor_place_20260810_063819,anchor_pick_place,pick the green cube and place it on the blue platform,x065_y0_6cm,3,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,unclean,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.04379613250494002, 0.05353587865829468, 0.04165685176849365]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489887934096594, 0.19939897212166124, -0.45761375138377713]",0.001176339,0.648988793,0.199398972,-0.457613751,blue_placement_platform,"[0.65, 0.0, """"]","[0.65, 0.0, 0.45]","[0.6521454045289762, 0.002700101463468718, -0.47]",0.003448668,0.652145405,0.002700101,-0.47,"[0.65, 0.0, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648988793,0.199398972,-0.406909129,"[0.6489887934096594, 0.19939897212166124, -0.4069091291151003]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.652145405,0.002700101,-0.47,"[0.6521454045289762, 0.002700101463468718, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.654919715898456, 0.0020165542287137405, 0.49250000013966927]","[0.65, 0.0, 0.45]",0.002857278,0.005316963,0.005316963,,,TRUE,place_trajectory,75,510,616,510,616,3.04E-06,8.10E-07,1.48E-06,,TRUE,,FALSE,"[0.650793604091757, 0.20006197271652063]",0.001922735,0.650793604,0.200061973,0.001804811,0.000663001,,46.72401881,0.528959513,0.003280163,1.40731287,0.122513771,29.91739535,44.63912106,4,11,moveit_wrapper_v1,44.63912106,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260810_063819.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260810_063819.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260810_063819_relation.json,,,,,,,,-0.417047771,-0.4159569,0.009047771,-0.406909129,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.06,0.06,6,"[0.06, 0.06, 0.02]",5.316962994,-5.67E-12,-5.67E-12,-9.85716674,9.85716674,9.85716674,90,TRUE,FALSE
2026/8/10 6:41,anchor_place_20260810_064100,anchor_pick_place,pick the green cube and place it on the blue platform,x065_y0_6cm,4,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,unclean,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.043800717592239385, 0.05353716313838963, 0.0416567325592041]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489800517554221, 0.1994010587728428, -0.4576157795220598]",0.001182804,0.648980052,0.199401059,-0.45761578,blue_placement_platform,"[0.65, 0.0, """"]","[0.65, 0.0, 0.45]","[0.6521457173824222, 0.002683778029437006, -0.47]",0.003436098,0.652145717,0.002683778,-0.47,"[0.65, 0.0, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648980052,0.199401059,-0.406911276,"[0.6489800517554221, 0.1994010587728428, -0.4069112764626725]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.652145717,0.002683778,-0.47,"[0.6521457173824222, 0.002683778029437006, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.6603015598229667, 0.0027021361011732325, 0.4924952857429484]","[0.65, 0.0, 0.45]",0.008155863,0.010650055,0.010650055,,,TRUE,place_trajectory,75,510,616,510,616,2.48E-07,5.04E-08,2.34E-07,,TRUE,,FALSE,"[0.6500053164037136, 0.20009772029795736]",0.001239558,0.650005316,0.20009772,0.001025265,0.000696662,,47.68005252,0.863707066,0.006938219,1.485650778,0.132869005,30.6812098,44.96136355,4,11,moveit_wrapper_v1,44.96136355,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260810_064100.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260810_064100.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260810_064100_relation.json,,,,,,,,-0.417047771,-0.415959047,0.009047771,-0.406911276,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.06,0.06,6,"[0.06, 0.06, 0.02]",10.65005513,-5.10E-12,-5.10E-12,0.160872975,0.160872975,0.160872975,90,TRUE,FALSE
2026/8/10 21:12,anchor_place_20260810_211151,anchor_pick_place,pick the green cube and place it on the blue platform,x065_y0_7cm,1,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.043803045898675924, 0.05353754758834839, 0.04165685176849365]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489756788993308, 0.1994023340714942, -0.45761674460354]",0.001185934,0.648975679,0.199402334,-0.457616745,blue_placement_platform,"[0.65, 0.0, """"]","[0.65, 0.0, 0.45]","[0.6526969409122104, 0.0024919593215409486, -0.47]",0.003671968,0.652696941,0.002491959,-0.47,"[0.65, 0.0, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648975679,0.199402334,-0.406912122,"[0.6489756788993308, 0.1994023340714942, -0.4069121223348632]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.652696941,0.002491959,-0.47,"[0.6526969409122104, 0.0024919593215409486, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.6611582264211544, 0.005950219831960835, 0.49249153905648557]","[0.65, 0.0, 0.45]",0.009140729,0.012645597,0.012645597,,,TRUE,place_trajectory,75,510,798,510,798,1.79E-06,3.56E-07,7.42E-07,,TRUE,,FALSE,"[0.6513726492192187, 0.19972744339369974]",0.002418918,0.651372649,0.199727443,0.00239697,0.000325109,,63.2265408,4.873913765,0.009067774,4.494054556,0.256919384,33.55671072,52.99238372,4,11,moveit_wrapper_v1,52.99238372,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260810_211151.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260810_211151.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260810_211151_relation.json,,,,,,,,-0.417047771,-0.415959893,0.009047771,-0.406912122,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.07,0.07,7,"[0.07, 0.07, 0.02]",12.64559737,-5.54E-12,-5.54E-12,0.586697725,0.586697725,0.586697725,90,TRUE,FALSE
2026/8/10 21:22,anchor_place_20260810_212106,anchor_pick_place,pick the green cube and place it on the blue platform,x065_y0_7cm,2,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.04380433261394501, 0.05353814363479614, 0.0416567325592041]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489733324032282, 0.19940284434935462, -0.4576174970528757]",0.001187704,0.648973332,0.199402844,-0.457617497,blue_placement_platform,"[0.65, 0.0, """"]","[0.65, 0.0, 0.45]","[0.6526969366635558, 0.002493071885751652, -0.47]",0.00367272,0.652696937,0.002493072,-0.47,"[0.65, 0.0, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648973332,0.199402844,-0.406912994,"[0.6489733324032282, 0.19940284434935462, -0.4069129939934884]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.652696937,0.002493072,-0.47,"[0.6526969366635558, 0.002493071885751652, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.6447676943596476, 0.002759179223103025, 0.4924911201997826]","[0.65, 0.0, 0.45]",0.007933706,0.005915242,0.005915242,,,TRUE,place_trajectory,75,510,798,510,798,2.85E-06,6.95E-07,1.45E-06,,TRUE,,FALSE,"[0.6514764864999185, 0.19971955407173747]",0.00252311,0.651476486,0.199719554,0.002503154,0.00031671,,54.75385928,0.85185957,0.007895231,3.155020714,0.203203917,33.03561783,50.34658813,4,11,moveit_wrapper_v1,50.34658813,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260810_212106.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260810_212106.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260810_212106_relation.json,,,,,,,,-0.417047771,-0.415960764,0.009047771,-0.406912994,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.07,0.07,7,"[0.07, 0.07, 0.02]",5.91524237,-5.18E-12,-5.18E-12,-10.64217879,10.64217879,10.64217879,90,TRUE,TRUE
2026/8/10 21:27,anchor_place_20260810_212631,anchor_pick_place,pick the green cube and place it on the blue platform,x065_y0_7cm,3,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.043804121017456066, 0.05353802442550659, 0.0416569709777832]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489739161221474, 0.1994028230401654, -0.4576173087204181]",0.00118721,0.648973916,0.199402823,-0.457617309,blue_placement_platform,"[0.65, 0.0, """"]","[0.65, 0.0, 0.45]","[0.6526969371817716, 0.002492936210936214, -0.47]",0.003672629,0.652696937,0.002492936,-0.47,"[0.65, 0.0, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648973916,0.199402823,-0.406912567,"[0.6489739161221474, 0.1994028230401654, -0.40691256724245173]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.652696937,0.002492936,-0.47,"[0.6526969371817716, 0.002492936210936214, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.6537653853653779, 0.0015507373907855339, 0.4924980723496359]","[0.65, 0.0, 0.45]",0.001424542,0.004072212,0.004072212,,,TRUE,place_trajectory,75,510,798,510,798,2.60E-06,5.81E-07,1.21E-06,,TRUE,,FALSE,"[0.6507406105686515, 0.19982839433692948]",0.001817229,0.650740611,0.199828394,0.001766694,0.000425571,,55.86717343,1.382180214,0.004168034,2.987870455,0.195701361,33.39182186,50.61608148,4,11,moveit_wrapper_v1,50.61608148,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260810_212631.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260810_212631.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260810_212631_relation.json,,,,,,,,-0.417047771,-0.415960338,0.009047771,-0.406912567,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.07,0.07,7,"[0.07, 0.07, 0.02]",4.072212348,-5.16E-12,-5.16E-12,-13.05016145,13.05016145,13.05016145,90,TRUE,TRUE
2026/8/10 22:07,anchor_place_20260810_220701,anchor_pick_place,pick the green cube and place it on the blue platform,x065_y0_7cm,4,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.04379849657416343, 0.05353659391403198, 0.0416569709777832]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489846673802092, 0.19940020635577593, -0.457614758931833]",0.001179259,0.648984667,0.199400206,-0.457614759,blue_placement_platform,"[0.65, 0.0, """"]","[0.65, 0.0, 0.45]","[0.6526969569224805, 0.0024877623583320907, -0.47]",0.003669133,0.652696957,0.002487762,-0.47,"[0.65, 0.0, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648984667,0.199400206,-0.406910017,"[0.6489846673802092, 0.19940020635577593, -0.4069100174538666]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.652696957,0.002487762,-0.47,"[0.6526969569224805, 0.0024877623583320907, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.6581599531916582, 0.00522953831679485, 0.49249755590734545]","[0.65, 0.0, 0.45]",0.006112419,0.009691899,0.009691899,,,TRUE,place_trajectory,75,510,798,510,798,1.39E-06,3.61E-07,8.58E-07,,TRUE,,FALSE,"[0.6507304484818486, 0.19947825607014794]",0.001747525,0.650730448,0.199478256,0.001745781,7.80E-05,,48.16056466,0.755632162,0.002013206,2.596646786,0.139025927,29.65161562,44.37505102,4,11,moveit_wrapper_v1,44.37505102,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260810_220701.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260810_220701.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260810_220701_relation.json,,,,,,,,-0.417047771,-0.415957788,0.009047771,-0.406910017,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.07,0.07,7,"[0.07, 0.07, 0.02]",9.691899045,-5.29E-12,-5.29E-12,0.16606469,0.16606469,0.16606469,90,TRUE,FALSE
2026/8/11 5:13,anchor_place_20260811_051210,anchor_pick_place,pick the green cube and place it on the blue platform,x075_y-025_7cm,1,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.04344588741660119, 0.053443259000778176, 0.039309024810791016]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489336351245665, 0.19922441989098444, -0.45710122626847083]",0.001318582,0.648933635,0.19922442,-0.457101226,blue_placement_platform,"[0.75, -0.25, """"]","[0.75, -0.25, 0.45]","[0.7531626976772369, -0.2479465217733049, -0.47]",0.003770866,0.753162698,-0.247946522,-0.47,"[0.75, -0.25, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648933635,0.19922442,-0.408744431,"[0.6489336351245665, 0.19922441989098444, -0.40874443095749663]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.753162698,-0.247946522,-0.47,"[0.7531626976772369, -0.2479465217733049, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.7518228445552482, -0.24756679392850978, 0.4924929575027154]","[0.75, -0.25, 0.45]",0.001392623,0.003040272,0.003040272,,,TRUE,place_trajectory,75,510,697,510,697,0.000273963,6.47E-05,0.000120491,,TRUE,,FALSE,"[0.6514911246336192, 0.19756913836014106]",0.003046426,0.651491125,0.197569138,0.00255749,-0.001655282,,50.5006094,0.778871298,0.003092766,1.464766502,0.182011366,33.40356207,47.8797574,4,10,moveit_wrapper_v1,47.8797574,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260811_051210.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260811_051210.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260811_051210_relation.json,,,,,,,,-0.417047771,-0.417792201,0.009047771,-0.408744431,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.07,0.07,7,"[0.07, 0.07, 0.02]",3.040272037,-5.84E-12,-5.84E-12,-7.356808778,7.356808778,7.356808778,90,TRUE,TRUE
2026/8/11 5:25,anchor_place_20260811_052417,anchor_pick_place,pick the green cube and place it on the blue platform,x075_y-025_7cm,2,full,target_anchor,stage_replay,success,TRUE,TRUE,TRUE,unclean,,,,explicit_demo_id,cube_place_on_blue_platform_10cm,,,cube,"[0.04379433616995812, 0.0535351037979126, 0.04165685176849365]",grasp_object,"[0.6499999999999082, 0.2000000000003518, """"]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]",gazebo_world_xy_only,base,,,"[0.6489922520598741, 0.1993977879357523, -0.45761256307937387]",0.001173974,0.648992252,0.199397788,-0.457612563,blue_placement_platform,"[0.75, -0.25, """"]","[0.75, -0.25, 0.45]","[0.7532874475296198, -0.2475672600047125, -0.47]",0.004089686,0.753287448,-0.24756726,-0.47,"[0.75, -0.25, 0.45]",gazebo_world_xy_only,base,,,,,,,,,,0.648992252,0.199397788,-0.406907941,"[0.6489922520598741, 0.1993977879357523, -0.40690794081069703]","[0.6489966446293206, -0.0014544035142831215, -0.2168605029965824]",0.753287448,-0.24756726,-0.47,"[0.7532874475296198, -0.2475672600047125, -0.47]","[0.0, 0.0, 0.0]",grasp_object,blue_placement_platform,"[0.7616789560954342, -0.2508995938319118, 0.49249516284083056]","[0.75, -0.25, 0.45]",0.009028946,0.011713551,0.011713551,,,TRUE,place_trajectory,75,510,697,510,697,4.30E-06,1.19E-06,2.10E-06,,TRUE,,FALSE,"[0.6498324307751451, 0.19981105304132438]",0.000936316,0.649832431,0.199811053,0.000840179,0.000413265,,52.03934932,0.728723526,0.002516747,0.82235527,0.168355703,35.13387179,50.08992982,4,11,moveit_wrapper_v1,50.08992982,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_anchor_place_20260811_052417.json,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/anchor_replay_input_anchor_place_20260811_052417.json,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_anchor_place_trial_anchor_place_20260811_052417_relation.json,,,,,,,,-0.417047771,-0.415955711,0.009047771,-0.406907941,3,"[0.6499999999999082, 0.2000000000003518, 0.4724999999995868]","[0.6499999999999082, 0.2000000000003518, """"]",0.07,0.07,7,"[0.07, 0.07, 0.02]",11.71355132,-5.80E-12,-5.80E-12,5.048648682,5.048648682,5.048648682,90,TRUE,FALSE
