timestamp,unix_time,trial_id,query,condition_id,repeat_id,method_variant,object_label,object_shape,target_shape,trial_note,dry_run,outcome,success,reason,failure_stage,failure_reason,failure_category,retrieved_demo_id,retrieval_score,retrieval_mode,retrieval_task_type_filter,retrieval_language_score,retrieval_geometry_score,language_score,geometry_score,retrieval_candidates,expected_demo_id,retrieval_correct,requested_x,requested_y,requested_z,requested_yaw_deg,requested_object_shape,requested_object_label,requested_object_size,requested_position_xyz,perception_method,pose_source_frame,object_base_x,object_base_y,object_base_z,target_est_xyz,gazebo_model_name,gazebo_pose_found,gazebo_x,gazebo_y,gazebo_z,gazebo_yaw_deg,target_gt_xyz,target_gt_world_xyz,target_gt_frame,target_est_frame,target_error_z_m,target_error_xyz_m,target_yaw_gt_deg,target_yaw_gt_raw_deg,target_yaw_gt_long_axis_deg,target_yaw_est_deg,position_xy_error_m,requested_position_xy_error_m,target_error_xy_m,target_error_source,grasp_x,grasp_y,grasp_z,grasp_xyz,bottleneck_xyz,estimated_size_x,estimated_size_y,estimated_size_z,target_size_xyz,demo_yaw_deg,live_yaw_deg,delta_yaw_deg,yaw_error_deg,yaw_error_method,demo_top_z,live_top_z,demo_grasp_z,demo_clearance_above_top,mapped_grasp_z,obb_old_x,obb_old_y,obb_center_x,obb_center_y,obb_correction_dx,obb_correction_dy,obb_extent_long,obb_extent_short,icp_median_error_m,icp_p90_error_m,icp_mean_error_m,icp_iterations,mask_pixels,pointcloud_points,live_scene_package,live_scene_package_dir,scene_package_path,icp_output_dir,task_type,place_mode,place_x,place_y,place_z,place_or_insert_xyz,place_direction,place_resolution_method,place_resolution_confidence,place_offset_xy,replay_used,replay_type,release_index,planning_success,execution_success,manual_success_label,total_time_s,perception_time_s,retrieval_time_s,alignment_time_s,planning_time_s,robot_execution_time_s,execution_wall_time_s,planning_call_count,robot_execution_call_count,timing_source,execution_time_s,rollout_path,log_timestamp,task_success,postcheck_success,initial_object_xyz,final_object_xyz,final_object_model_name,final_target_error_xy_m,final_relation_error_xy_m,insert_depth_m,postcheck_reason
2026/7/31 1:53,1785488005,top_RNA_20260731_015228_green_cylinder,pick up the green cylinder,top_x060_y000_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.6,0,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.6, 0.0, """"]",PnP+depth,,0.599178351,0.008491157,-0.561508537,"[0.5991783508291383, 0.008491157309011305, -0.5615085367314758]",green_short_cylinder,TRUE,0.595892466,0.009879665,0.503282439,2.474146494,"[0.5958924661211099, 0.009879664906919095, """"]","[0.5958924661211099, 0.009879664906919095, 0.5032824385540667]",gazebo_world_xy_only,base,,,2.474146494,2.474146494,2.474146494,,0.003567211,0.008530818,0.003567211,gazebo_model_states,0.607302709,0.003188042,-0.446619858,"[0.6073027089441827, 0.0031880424075629195, -0.44661985783314934]","[0.5971756079067607, 0.008110726719262568, -0.36642127858235146]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,,,,,,,,,,,,,,,,,,409,0,live_trial_top_RNA_20260731_015228_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_015228_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_015228_green_cylinder,,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,56.52643514,0.748870134,0.083423376,0.192086697,0.033601522,32.95465446,48.47235417,1,12,moveit_wrapper_v1,48.47235417,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260731_015228_green_cylinder.json,,,,,,,,,,
2026/7/31 1:58,1785488309,top_RNA_20260731_015735_green_cylinder,pick up the green cylinder,top_x060_y000_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.6,0,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.6, 0.0, """"]",PnP+depth,,0.599254296,0.008783954,-0.561689031,"[0.5992542955197, 0.008783954171532743, -0.5616890305737133]",green_short_cylinder,TRUE,0.586471617,0.017244417,0.509129301,-9.775014063,"[0.5864716173380681, 0.017244416625045635, """"]","[0.5864716173380681, 0.017244416625045635, 0.5091293011073373]",gazebo_world_xy_only,base,,,-9.775014063,-9.775014063,-9.775014063,,0.015328936,0.00881555,0.015328936,gazebo_model_states,0.607378654,0.003480839,-0.446800352,"[0.6073786536347444, 0.003480839270084357, -0.44680035167538684]","[0.5972515525973224, 0.008403523581784006, -0.36660177242458897]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,,,,,,,,,,,,,,,,,,408,0,live_trial_top_RNA_20260731_015735_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_015735_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_015735_green_cylinder,,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,54.01320195,0.858745337,0.027878523,0.177148342,0.022591829,32.07099819,46.99154425,1,12,moveit_wrapper_v1,46.99154425,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260731_015735_green_cylinder.json,,,,,,,,,,
2026/7/31 2:01,1785488497,top_RNA_20260731_020041_green_cylinder,pick up the green cylinder,top_x060_y000_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.6,0,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.6, 0.0, """"]",PnP+depth,,0.599254498,0.008784909,-0.56168953,"[0.5992544982952741, 0.00878490922741031, -0.5616895302106466]",green_short_cylinder,TRUE,0.604967244,0.01498722,0.504871803,12.01520324,"[0.6049672438765766, 0.01498721990110898, """"]","[0.6049672438765766, 0.01498721990110898, 0.5048718034738078]",gazebo_world_xy_only,base,,,12.01520324,12.01520324,12.01520324,,0.008432326,0.008816485,0.008432326,gazebo_model_states,0.607378856,0.003481794,-0.446800851,"[0.6073788564103185, 0.003481794325961924, -0.4468008513123201]","[0.5972517553728965, 0.008404478637661573, -0.36660227206152224]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,,,,,,,,,,,,,,,,,,408,0,live_trial_top_RNA_20260731_020041_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_020041_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_020041_green_cylinder,,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,54.77333903,0.847771645,0.097033739,0.21207571,0.030408144,33.11885977,47.86996675,1,12,moveit_wrapper_v1,47.86996675,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260731_020041_green_cylinder.json,,,,,,,,,,
2026/7/31 2:08,1785488908,top_RNA_20260731_020732_green_cylinder,pick up the green cylinder,top_x060_y000_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.6,0,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.6, 0.0, """"]",PnP+depth,,0.599178683,0.008483215,-0.561508412,"[0.5991786829877275, 0.00848321455410276, -0.5615084118222425]",green_short_cylinder,TRUE,0.592771188,0.007572203,0.505090584,-2.87940484,"[0.5927711880084833, 0.00757220314597942, """"]","[0.5927711880084833, 0.00757220314597942, 0.5050905842721558]",gazebo_world_xy_only,base,,,-2.87940484,-2.87940484,-2.87940484,,0.006471934,0.00852288,0.006471934,gazebo_model_states,0.607303041,0.0031801,-0.446619733,"[0.6073030411027719, 0.0031800996526543737, -0.44661973292391605]","[0.5971759400653499, 0.008102783964354023, -0.36642115367311817]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,,,,,,,,,,,,,,,,,,409,0,live_trial_top_RNA_20260731_020732_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_020732_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_020732_green_cylinder,,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,55.91993308,0.57781148,0.124890089,0.153971195,0.034612894,32.72778821,48.71298933,1,13,moveit_wrapper_v1,48.71298933,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260731_020732_green_cylinder.json,,,,,,,,,,
2026/7/31 2:14,1785489255,top_RNA_20260731_021314_green_cylinder,pick up the green cylinder,top_x065_y010_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.65,0.1,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.65, 0.1, """"]",PnP+depth,,0.645506608,0.110918294,-0.569082856,"[0.6455066083561565, 0.11091829449112299, -0.5690828558107363]",green_short_cylinder,TRUE,0.651259153,0.099087177,0.50076737,-3.113991975,"[0.6512591528990825, 0.09908717684135884, """"]","[0.6512591528990825, 0.09908717684135884, 0.5007673702879957]",gazebo_world_xy_only,base,,,-3.113991975,-3.113991975,-3.113991975,,0.013155497,0.011806766,0.013155497,gazebo_model_states,0.653630966,0.10561518,-0.454194177,"[0.6536309664712009, 0.1056151795896746, -0.45419417691240976]","[0.6435038654337789, 0.11053786390137425, -0.3739955976616119]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,,,,,,,,,,,,,,,,,,382,0,live_trial_top_RNA_20260731_021314_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_021314_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_021314_green_cylinder,,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,60.58292246,0.855481625,0.02294898,0.086990833,0.048173904,38.3558321,53.33833575,1,12,moveit_wrapper_v1,53.33833575,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260731_021314_green_cylinder.json,,,,,,,,,,
2026/7/31 2:16,1785489412,top_RNA_20260731_021550_green_cylinder,pick up the green cylinder,top_x065_y010_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.65,0.1,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.65, 0.1, """"]",PnP+depth,,0.64550679,0.110917416,-0.569082856,"[0.6455067896454123, 0.11091741564349818, -0.5690828558107363]",green_short_cylinder,TRUE,0.656468542,0.10080451,0.497198642,-0.368043941,"[0.6564685415879086, 0.10080450956782616, """"]","[0.6564685415879086, 0.10080450956782616, 0.497198641711481]",gazebo_world_xy_only,base,,,-0.368043941,-0.368043941,-0.368043941,,0.014914117,0.011805884,0.014914117,gazebo_model_states,0.653631148,0.105614301,-0.454194177,"[0.6536311477604567, 0.10561430074204979, -0.45419417691240976]","[0.6435040467230347, 0.11053698505374944, -0.3739955976616119]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,,,,,,,,,,,,,,,,,,382,0,live_trial_top_RNA_20260731_021550_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_021550_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_021550_green_cylinder,,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,61.53901815,0.713583708,0.087537289,0.235507488,0.030166149,38.82341743,54.28528762,1,12,moveit_wrapper_v1,54.28528762,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260731_021550_green_cylinder.json,,,,,,,,,,
2026/7/31 2:20,1785489623,top_RNA_20260731_021922_green_cylinder,pick up the green cylinder,top_x065_y010_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.65,0.1,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.65, 0.1, """"]",PnP+depth,,0.645507412,0.110914397,-0.569082856,"[0.6455074123758892, 0.1109143967462836, -0.5690828558107365]",green_short_cylinder,TRUE,0.64736488,0.111860548,0.50075206,-2.931389559,"[0.6473648796683299, 0.11186054830698039, """"]","[0.6473648796683299, 0.11186054830698039, 0.5007520598838082]",gazebo_world_xy_only,base,,,-2.931389559,-2.931389559,-2.931389559,,0.002084559,0.011802856,0.002084559,gazebo_model_states,0.65363177,0.105611282,-0.454194177,"[0.6536317704909336, 0.10561128184483522, -0.45419417691241]","[0.6435046694535116, 0.11053396615653487, -0.3739955976616121]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,,,,,,,,,,,,,,,,,,382,0,live_trial_top_RNA_20260731_021922_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_021922_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_021922_green_cylinder,,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,60.01960254,0.873690605,0.072299719,0.197597265,0.04250288,37.54548907,52.80739212,1,12,moveit_wrapper_v1,52.80739212,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260731_021922_green_cylinder.json,,,,,,,,,,
2026/7/31 2:23,1785489789,top_RNA_20260731_022205_green_cylinder,pick up the green cylinder,top_x065_y010_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.65,0.1,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.65, 0.1, """"]",PnP+depth,,0.645506353,0.110919862,-0.569082977,"[0.6455063529528525, 0.11091986165929292, -0.5690829767341905]",green_short_cylinder,TRUE,0.644982619,0.11784626,0.49945943,-178.9792545,"[0.6449826187681648, 0.11784625970498562, """"]","[0.6449826187681648, 0.11784625970498562, 0.49945943021072503]",gazebo_world_xy_only,base,,,-178.9792545,-178.9792545,-178.9792545,,0.006946171,0.011808312,0.006946171,gazebo_model_states,0.653630711,0.105616747,-0.454194298,"[0.6536307110678969, 0.10561674675784453, -0.454194297835864]","[0.643503610030475, 0.11053943106954418, -0.37399571858506614]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,,,,,,,,,,,,,,,,,,382,0,live_trial_top_RNA_20260731_022205_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_022205_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260731_022205_green_cylinder,,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,63.61051989,1.001000643,0.040261507,0.122851133,0.05092454,39.07480049,55.0205636,1,12,moveit_wrapper_v1,55.0205636,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260731_022205_green_cylinder.json,,,,,,,,,,
2026/8/1 0:33,1785569633,top_RNA_20260801_003254_green_cylinder,pick up the green cylinder,top_x060_y-015_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,failed,FALSE,抓取后目标物体未被有效抬起或发生倾倒,grasp_verification,抓取后目标物体未被有效抬起或发生倾倒,grasp_failure,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.6,-0.15,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.6, -0.15, """"]",LangSAM+depth_pointcloud,head_camera,0.586888034,-0.146796614,-0.585877636,"[0.5868880340959536, -0.1467966137399075, -0.5858776356675505]",green_short_cylinder,TRUE,0.600002008,-0.149998614,0.362500303,-0.00111334,"[0.6000020077521774, -0.1499986141440841, """"]","[0.6000020077521774, -0.1499986141440841, 0.36250030326944715]",gazebo_world_xy_only,base,,,-0.00111334,-0.00111334,-0.00111334,,0.013499226,0.013497605,0.013499226,gazebo_model_states,0.595012392,-0.152099729,-0.460113193,"[0.595012392210998, -0.15209972864135587, -0.4601131928205025]","[0.584885291173576, -0.14717704432965623, -0.37991461356970463]",0.032009619,0.066777563,0.040952897,"[0.03200961947441103, 0.06677756309509275, 0.04095289707183847]",,,,,gazebo_raw_parallel_180,-0.535,-0.530001872,-0.465111321,0.069888679,-0.460113193,,,,,,,,,0.00557811,0.015564118,0.00729374,36,449,449,live_trial_top_RNA_20260801_003254_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260801_003254_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260801_003254_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/icp_top_RNA_20260801_003254_green_cylinder,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,57.86480546,2.299396753,0.080643415,2.280513048,0.078690529,32.39278936,47.48897624,1,12,moveit_wrapper_v1,47.48897624,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260801_003254_green_cylinder.json,,FALSE,FALSE,"[0.6000020077521774, -0.1499986141440841, 0.36250030326944715]","[0.5800163740986646, -0.13098001409835847, 0.3625012966492646]",green_short_cylinder,0.017248971,,,抓取后目标物体未被有效抬起或发生倾倒
,1785570245,top_RNA_20260801_004307_green_cylinder,pick up the green cylinder,top_x060_y-015_cyl,,full,green_cylinder,cylinder,cylinder,,FALSE,success,TRUE,,,,,cube_top_grasp_center,0.8,language_then_geometry,grasp,0.631578947,0.8,0.631578947,0.8,"[{""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cube_top_grasp_center"", ""task_type"": ""grasp"", ""language_score"": 0.631578947368421, ""geometry_score"": 0.8}, {""id"": ""cuboid_top_yaw_grasp"", ""task_type"": ""grasp"", ""language_score"": 0.6181818181818182, ""geometry_score"": 0.5372188891130648}]",,,0.6,-0.15,,,cylinder,green_cylinder,"[0.04, 0.04, 0.075]","[0.6, -0.15, """"]",LangSAM+depth_pointcloud,head_camera,0.594157573,-0.148162083,-0.574063328,"[0.5941575725815946, -0.14816208287182028, -0.5740633281539272]",green_short_cylinder,TRUE,0.600001452,-0.150000442,0.362499647,-0.001433148,"[0.6000014517712322, -0.1500004417233272, """"]","[0.6000014517712322, -0.1500004417233272, 0.36249964663245926]",gazebo_world_xy_only,base,,,-0.001433148,-0.001433148,-0.001433148,,0.006126213,0.006124696,0.006126213,gazebo_model_states,0.602281931,-0.153465198,-0.460113141,"[0.602281930696639, -0.15346519777326867, -0.4601131414489709]","[0.5921548296592171, -0.14854251346156902, -0.37991456219817304]",0.04,0.04,0.075,"[0.04, 0.04, 0.075]",,,,,gazebo_raw_parallel_180,-0.535,-0.53000182,-0.465111321,0.069888679,-0.460113141,,,,,,,,,0.005572602,0.015522372,0.007289554,37,449,449,live_trial_top_RNA_20260801_004307_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260801_004307_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/live_trial_top_RNA_20260801_004307_green_cylinder,/home/wei/code/learning_thousand_tasks/demo_library/scene_packages/icp_top_RNA_20260801_004307_green_cylinder,grasp,,,,,"["""", """", """"]",,,,,TRUE,top_grasp_demo_replay,,TRUE,TRUE,,57.06690264,0.637340784,0.052081585,1.690377235,0.037701368,33.57726097,48.3608067,1,13,moveit_wrapper_v1,48.3608067,/home/wei/code/learning_thousand_tasks/demo_library/rollout_trajectories/rollout_top_RNA_20260801_004307_green_cylinder.json,2026/8/1 0:44,TRUE,TRUE,"[0.6000014517712322, -0.1500004417233272, 0.36249964663245926]","[0.6062193602856595, -0.1389834034255219, 0.49728544152190457]",green_short_cylinder,0.015156676,,,
